,case_id3,cancer_type,cell_type,Diagnosis_TCGA_HCMI_Code,CCLE_Disease,umap1,umap2
TCGA-CV-6956-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.630057368,0.689011086
TCGA-AA-3489-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-6.149261508,-3.649654936
TCGA-24-1470-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.823186841,8.508789469
TCGA-36-1580-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.404825297,7.93556111
TCGA-QG-A5YX-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.708089862,-3.747320722
TCGA-BR-7716-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-4.938907656,-1.973448824
TCGA-HP-A5N0-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,1.097806242,4.167750765
TCGA-CR-7369-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.542132888,0.958095242
TCGA-AY-A54L-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.993735823,-3.778821539
TCGA-FD-A43S-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.87499145,0.107558672
TCGA-5B-A90C-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.355380085,6.626912047
TCGA-DC-6681-01,,Colorectal Cancer,TCGA Tumor,READ,Colon/Colorectal Cancer,-5.812264476,-3.678350519
TCGA-EW-A1P0-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.680677381,-1.634235929
TCGA-DE-A7U5-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.956346,-0.323671143
TCGA-D3-A5GU-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.990709272,3.620634724
TCGA-XF-A8HE-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-6.472865615,1.727083136
TCGA-QK-A6IG-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.755097899,0.676214803
TCGA-AO-A126-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.728131023,-1.574430178
TCGA-22-4604-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.338536773,2.280424763
TCGA-BT-A42F-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-5.718548331,0.844139327
TCGA-61-1900-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.426720348,7.800957609
TCGA-DC-5337-01,,Colorectal Cancer,TCGA Tumor,READ,Colon/Colorectal Cancer,-6.072135482,-3.810216736
TCGA-CV-7261-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.411341224,2.476560045
TCGA-FR-A8YD-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,6.385751691,4.079049517
TCGA-KL-8345-01,,Kidney Cancer,TCGA Tumor,KICH,Kidney Cancer,-3.561045203,5.110409189
TCGA-BP-4998-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.118117776,-5.590081285
TCGA-ZH-A8Y5-01,,Bile Duct Cancer,TCGA Tumor,CHOL,Bile Duct Cancer,-0.112459037,3.025578667
TCGA-EL-A3T9-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.86148116,-0.239479702
TCGA-BR-8363-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-4.42505363,-3.354896139
TCGA-T2-A6X2-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.833509002,0.613546063
TCGA-CR-6492-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.587357077,1.208724667
TCGA-G2-A3IB-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-6.580058608,1.417930413
TCGA-EW-A1PC-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.014156785,-1.472204994
TCGA-FK-A3SB-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.56980082,0.087690328
TCGA-CJ-5675-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.103305307,-6.767866682
TCGA-CU-A3KJ-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-6.093048129,1.160465528
TCGA-A7-A0CH-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.247384515,-1.452816914
TCGA-CM-6168-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.697738681,-3.564207386
TCGA-E9-A2JS-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.708540406,-1.780547212
TCGA-L6-A4EP-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.43871352,-0.102521564
TCGA-G4-6314-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.572801146,-3.273877453
TCGA-4E-A92E-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.466008511,6.547106196
TCGA-EL-A3ZL-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.35537669,0.451010485
TCGA-44-A47A-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.285441253,-2.982440304
TCGA-B6-A0WV-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.539927449,-1.532026361
TCGA-05-4398-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.041831616,-3.010860514
TCGA-HD-7753-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.682207141,0.55656128
TCGA-BA-5559-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.486086402,1.57583325
TCGA-UL-AAZ6-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.419664827,-1.645076226
TCGA-B6-A0RG-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.034633365,-1.856424044
TCGA-SJ-A6ZI-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.390296247,6.529997278
TCGA-24-1562-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.844997254,8.326983858
TCGA-A8-A07S-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.606614557,-1.462542962
TCGA-EM-A3SU-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.89060732,-0.345039468
TCGA-EM-A3SU-06,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.05994078,-0.389220964
TCGA-77-8007-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-0.007073912,-2.598053049
TCGA-FS-A1ZB-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.924807039,3.715075184
TCGA-A7-A0DC-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.95117661,-1.680778812
TCGA-FK-A3SG-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.58356425,0.194575984
TCGA-77-7463-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.353768382,2.52200215
TCGA-BH-A6R9-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,2.892273393,-1.134921025
TCGA-CZ-5456-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.057815042,-5.663398336
TCGA-D3-A2J8-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,0.761990693,0.984028925
TARGET-50-PAJNAA-01,,Kidney Cancer,TCGA Tumor,WT,Kidney Cancer,-4.600681815,7.73463719
TCGA-39-5039-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.869672332,0.941215147
TCGA-BR-4363-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.786241565,-3.344543527
TCGA-64-5781-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-1.209648762,-2.14387257
TCGA-L5-A4OX-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-4.963580165,-3.754444193
TCGA-HN-A2OB-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.407688108,-1.347719382
TCGA-CQ-7068-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.429737124,0.834368039
TCGA-D8-A141-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.765502897,-1.500931691
TCGA-UU-A93S-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.104190078,-0.888163756
TCGA-QC-AA9N-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.091130402,1.104422022
TCGA-CV-5444-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.289771113,0.61351328
TCGA-AR-A24P-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.309913364,-1.546412538
TCGA-18-5595-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.287031684,2.265136648
TCGA-DJ-A4V5-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.26288649,-0.071339074
TCGA-DD-AAEI-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.965823319,4.181483198
TCGA-AZ-4615-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-4.927287135,-3.690283369
TCGA-06-0132-01,,Glioblastoma,TCGA Tumor,GBM,Brain Cancer,2.7938728,-9.717134069
TCGA-VR-A8EO-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-5.280525718,0.762200464
TCGA-ET-A25G-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.14807269,-0.294520389
TCGA-CR-7395-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.638696704,0.423764903
TCGA-VQ-A91D-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-4.53326324,-3.545107435
TCGA-BR-7196-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-2.662786279,-1.963495087
TCGA-23-1113-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.547746864,7.942621637
TCGA-GM-A3XG-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,1.330749359,-1.307870935
TCGA-24-2290-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.731957522,8.479652811
TCGA-ET-A39J-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.57420393,0.167018574
TCGA-E9-A1N9-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.421764817,-1.719399403
TCGA-B6-A0I9-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.290407624,-1.628177117
TCGA-CN-6022-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.01799253,0.765109767
TCGA-E8-A242-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.93817374,-0.326315712
TCGA-DJ-A2Q5-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.06072756,-0.421554338
TCGA-E2-A1L9-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.856683459,-1.716289948
TCGA-AC-A23H-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.068014589,-1.260372709
TCGA-E5-A4U1-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.555856499,0.016909145
TCGA-OE-A75W-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-3.204152379,-2.711402725
TCGA-DX-AB3C-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,0.177471888,0.949904193
TCGA-BP-4762-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.292608705,-5.740102838
TCGA-AR-A1AP-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.390162435,-1.679951977
TCGA-44-3919-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.165774617,-3.154607843
TCGA-AZ-6598-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-4.769703421,-3.711911033
TCGA-A6-6653-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-4.89778665,-3.739314388
TCGA-CV-6952-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.906646762,0.78958105
TCGA-NH-A50V-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-6.00993875,-3.611218523
TCGA-B0-5109-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,0.878148225,6.736266543
TCGA-BH-A0H5-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.17263433,-1.788233827
TCGA-OK-A5Q2-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.795964208,-1.509711455
TCGA-B5-A0K9-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.361590114,6.536409308
TCGA-CV-A45P-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.643737826,0.79285257
TCGA-BH-A0E6-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,0.951083269,-1.424232076
TCGA-D8-A1JA-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.160067287,-0.93848605
TCGA-56-7221-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.812814746,2.338116337
TCGA-AD-6899-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-6.018200907,-3.725754093
TCGA-4G-AAZT-01,,Bile Duct Cancer,TCGA Tumor,CHOL,Bile Duct Cancer,-0.105977747,3.041933466
TCGA-VR-A8EX-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-6.371650252,1.802377511
TCGA-B0-4844-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.040706601,-5.594679903
TCGA-BP-4352-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.142495122,-5.384168695
TCGA-99-8032-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.872872147,-1.869770955
TCGA-BH-A0BW-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,1.00357863,-1.577042292
TCGA-13-0762-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.312693503,7.897453715
TCGA-CV-A6JN-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.290830645,0.178082589
TCGA-BH-A0HB-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.002472129,-1.866560768
TCGA-29-1695-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.719401207,7.819286276
TCGA-H2-A2K9-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.60772177,0.787355651
TCGA-FV-A2QR-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,1.188439455,3.923174311
TCGA-19-2629-01,,Glioblastoma,TCGA Tumor,GBM,Brain Cancer,1.366828706,-9.973579954
TCGA-B2-4098-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,5.625268903,-5.185488294
TCGA-D7-8575-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.742882285,-3.669859718
TCGA-CR-7380-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.628954444,0.517939616
TCGA-43-2576-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-0.256620381,-2.741877149
TCGA-DJ-A2PW-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.51063677,-0.015847232
TCGA-B7-A5TJ-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-5.146911177,-3.314125847
TCGA-BR-8367-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-2.813675198,-2.04690988
TCGA-ET-A3BW-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.60288474,0.128151965
TCGA-06-0238-01,,Glioblastoma,TCGA Tumor,GBM,Brain Cancer,1.526184764,-9.197005819
TCGA-FB-AAQ3-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-2.918729815,-2.570065807
TCGA-3B-A9HX-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.895324435,1.627285172
TCGA-CJ-5679-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.116239038,-5.36115558
TCGA-AQ-A54O-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.47281548,-1.52483363
TCGA-KL-8346-01,,Kidney Cancer,TCGA Tumor,KICH,Kidney Cancer,-3.55760673,5.102162768
TCGA-FE-A239-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.58520171,0.781825651
TCGA-DQ-7594-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.340078864,1.925544072
TCGA-XF-A8HF-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.868412051,0.01534506
TCGA-KQ-A41P-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.641675505,-0.138394456
TCGA-BP-4766-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.363941159,-6.742309164
TCGA-DD-AACT-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,1.027873125,4.198442866
TCGA-DX-A7EU-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.255276885,1.712140847
TCGA-B6-A0WZ-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.036806789,-1.718240928
TCGA-C8-A135-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.098929134,-0.910210322
TCGA-24-1546-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.355964449,7.876439024
TCGA-39-5027-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.333873782,2.434768845
TCGA-HD-7917-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.432574305,1.143057157
TCGA-22-5485-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.372425589,2.502876927
TCGA-EL-A4K1-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.85971877,-0.083719652
TCGA-BP-4341-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.391610112,-6.662833284
TCGA-H4-A2HQ-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.667438063,-0.051457394
TCGA-AK-3427-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,-3.513420615,5.071770121
TCGA-DJ-A2PX-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.45958373,0.469923098
TCGA-BH-A0BJ-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.951963392,-1.838088583
TCGA-BH-A203-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.164791074,-0.977336
TCGA-A3-3352-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.259446111,-6.824337553
TCGA-24-1419-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.406520572,6.815271784
TCGA-13-A5FT-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.703198281,8.515138079
TCGA-IB-AAUW-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-2.400522742,-2.430336069
TCGA-F7-A50J-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.695276294,0.552400161
TCGA-AH-6643-01,,Colorectal Cancer,TCGA Tumor,READ,Colon/Colorectal Cancer,-6.055661235,-3.607309889
TCGA-55-A491-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.296298179,-2.760035585
TCGA-FY-A3NM-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.36183211,1.013284434
TCGA-06-0749-01,,Glioblastoma,TCGA Tumor,GBM,Brain Cancer,1.609885421,-10.05346734
TCGA-46-6025-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.329308543,2.088228155
TCGA-FE-A236-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.9792256,-0.650202822
TCGA-ZF-AA4W-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-6.131026778,1.118486811
TCGA-UY-A9PA-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.713954959,0.176558305
TCGA-ET-A3DP-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.24934241,-0.304912071
TCGA-AJ-A3NF-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.331977453,6.640873839
TCGA-BH-A0C7-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.247884717,-1.561352323
TCGA-50-6595-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.690253172,-1.735712003
TCGA-BP-4981-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.256439653,-5.671985697
TCGA-AK-3428-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.328274217,-6.10236318
TCGA-CR-7373-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.835734401,0.616939474
TCGA-G4-6311-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.766921077,-3.575894665
TCGA-BH-A8FZ-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.750264135,-1.436809491
TCGA-S3-AA17-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.523994889,-1.606869768
TCGA-DF-A2L0-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.375582364,6.563162733
TCGA-CI-6619-01,,Colorectal Cancer,TCGA Tumor,READ,Colon/Colorectal Cancer,-6.055931601,-3.687617849
TCGA-B7-A5TI-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.780484233,-3.7172652
TCGA-D8-A13Z-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,0.692471948,-1.577482056
TCGA-BA-5152-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.784722838,0.526797939
TCGA-DD-AAEE-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,1.310295727,3.872448612
TCGA-ER-A19M-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.673768487,3.519881893
TCGA-L5-A88T-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-6.552454028,1.409132529
TCGA-QK-A6II-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.386697325,0.243495707
TCGA-UF-A71D-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.484872374,1.486097742
TCGA-23-2078-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.540204969,7.811860491
TCGA-A7-A6VX-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.595314946,-1.575158547
TCGA-60-2713-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.267213378,2.405220677
TCGA-95-A4VP-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.926391754,-1.902944635
TCGA-BP-4340-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.319559541,-6.804423403
TARGET-50-PAKKNS-01,,Kidney Cancer,TCGA Tumor,WT,Kidney Cancer,-4.62365869,7.75936215
TCGA-EE-A3AF-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,6.146350827,3.71855085
TARGET-50-PADXAY-01,,Kidney Cancer,TCGA Tumor,WT,Kidney Cancer,-4.572337661,7.705893446
TCGA-85-A512-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-6.063733611,2.410121609
TCGA-ET-A25P-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.55722949,0.809192468
TCGA-DJ-A3VI-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.95812747,-0.456951808
TCGA-55-8302-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.067976121,-3.021922897
TCGA-44-4112-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.045577738,-1.977653574
TCGA-60-2710-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.422709498,2.482051064
TCGA-AF-3911-01,,Colorectal Cancer,TCGA Tumor,READ,Colon/Colorectal Cancer,-6.047884021,-3.702661108
TCGA-UF-A7JJ-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.574998412,0.540110458
TCGA-05-4430-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.228802953,-2.895725321
TCGA-AR-A255-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.319807735,-1.748422693
TCGA-HZ-7919-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-2.872530494,-2.49610145
TCGA-CN-5366-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.852661643,0.643983771
TARGET-50-PAJLSP-01,,Kidney Cancer,TCGA Tumor,WT,Kidney Cancer,-4.613773856,7.747778822
TCGA-AR-A1AT-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.463891473,-1.103552412
TCGA-E5-A2PC-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-4.027204547,0.354106326
TCGA-CD-A486-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.427370581,-2.663458656
TCGA-DA-A95Y-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,6.067844835,3.674887348
TCGA-UY-A9PE-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.673065219,-0.097008314
TCGA-CQ-7071-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.591874156,0.470419247
TCGA-D1-A3DG-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.423871126,6.585824419
TCGA-VQ-A8PX-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.767038379,-3.726906132
TCGA-24-1924-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.764592972,8.569671084
TCGA-DX-A6BG-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.469855991,1.300007869
TCGA-EE-A184-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,6.104485955,3.757033516
TCGA-E7-A6MF-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.711172614,0.107308757
TCGA-MM-A84U-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.0343084,-5.685123514
TCGA-CV-6933-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.941442046,2.491016556
